,ID,name,address,a1,a2,city,pCode,lat,long,dist,dUnit,phone,sCode,cCode,hours,type,brand,brandDV,typeDV
971,Bata_2841,2841 LODHA MALEGAON,SHOP NO.101 B FIRST FLR,SHOP NO.101 B FIRST FLR,,NASHIK,423203,22.555038,74.524823,1313.46,km,9158497062,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
972,Bata_3656,3656 KARNAL        ,BATA SHOE STORE,BATA SHOE STORE,,KARNAL,132022,29.687652,76.991747,1315.64,km,9212646825,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
973,Bata_7407,7407 CLOCK TWR KRNL,BATA SHOE STORE,BATA SHOE STORE,,KARNAL,132001,29.685778,76.989,1315.74,km,9650701409,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
974,Bata_4231,4231 M/S A J TRADERS,M A ROAD PHOENIX BAY,M A ROAD PHOENIX BAY,,PORT BLAIR,744102,11.671901,92.735053,1316.50,km,9434260336,Andaman & Nicobar Islands,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
975,Bata_4488,4488 M/S. AR ENTERPRISES,BATA SHOE STORE,BATA SHOE STORE,,PAONTA SAHIB,173025,30.443142,77.608225,1321.46,km,8512832333,Himachal Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
976,Bata_4364,4364 M/S STEP BY STEP,"PLOT NO.3,RAMESHWAR PLAZA","PLOT NO.3,RAMESHWAR PLAZA",,CHITTORGARH,312001,24.882005,74.632759,1321.83,km,9571776194,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
977,Bata_4143,4143 M/S GA(E)RANS ENTERPRISES,NO 25 GST ROAD,NO 25 GST ROAD,,CHENGALPATTU,603001,12.689551,79.98235,1321.89,km,9380649065,Tamil Nadu,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
978,Bata_3550,3550 YAMUNANAGAR II,BATA SHOE STORE,BATA SHOE STORE,,YAMUNANAGAR,135001,30.133199,77.292761,1322.70,km,9616213455,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
979,Bata_1898,1898 KANCHEEPURAM  ,1  2 ENNAKARA STREET,1  2 ENNAKARA STREET,,KANCHIPURAM,631501,12.820898,79.691692,1328.37,km,9840881717,Tamil Nadu,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
980,Bata_4472,4472 M/S. ANANDA ENTERPRISES,"GROUND FLOOR, NO 275/A","GROUND FLOOR, NO 275/A",,KALPAKKAM,603102,12.505908,80.151193,1328.40,km,9952082813,Tamil Nadu,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
981,Bata_3300,3300 BHILWARA,BATA SHOE STORE,BATA SHOE STORE,,BHILWARA,311001,25.346127,74.637919,1331.11,km,8104533393,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
982,Bata_9293,9293 CHITOOR II    ,NO 11-361 362-363,NO 11-361 362-363,,CHITTOOR,517001,13.21751,79.09837,1333.06,km,9787630216,Andhra Pradesh (New),IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
983,Bata_2212,2212 AHMEDNAGAR II,MANIK CHOWK,MANIK CHOWK,,AHMEDNAGAR,414001,20.598902,74.53957,1334.46,km,9822146958,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
984,Bata_4193,4193 M/S SHAMA ENTERPRISES,OPP PALIKA BAZAR,OPP PALIKA BAZAR,,JIND,126102,29.312967,76.315016,1346.11,km,9996557108,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
985,Bata_3861,3861 KURUKSHETRA I ,BATA SHOE STORE,BATA SHOE STORE,,KURUKSHETRA,136118,29.969321,76.837876,1346.18,km,7206427899,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,f,,
986,Bata_4487,4487 M/S. PROJECT VI,14/74/2 ,14/74/2 ,,MADANAPALLE,517325,13.553925,78.507097,1346.72,km,9866956222,Andhra Pradesh (New),IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
987,Bata_1149,1149 BELLARY M CPLX,MASTERS COMPLEX,MASTERS COMPLEX,,BELLARY,583101,15.142958,76.927778,1352.18,km,9901369645,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
988,Bata_1652,1652 STN RD-BELLARY,D-16 T.S NO 95/2,D-16 T.S NO 95/2,,BELLARY,583101,15.144348,76.926594,1352.19,km,9019352446,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
989,Bata_4105,4105 M/S BAM RETAILING,291/4,291/4,,VELLORE,632001,12.956919,79.13697,1352.93,km,9443813807,Tamil Nadu,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
990,Bata_9136,9136 CAR ST-BELLARY,1/2286C T S N 189,1/2286C T S N 189,,BELLARY,583101,15.139565,76.921496,1352.94,km,9886853705,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
991,Bata_4652,4652 M/S. SHRI SHIVSHRADHA ENTERPRI,BATA SHOE STORE,BATA SHOE STORE,,PANDHARPUR,413304,17.680623,75.324669,1353.24,km,8329155024,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
992,Bata_1936,1936 INFANTRY ROAD ,PLOT NO 4B,PLOT NO 4B,,BELLARY,583104,15.152928,76.904777,1353.46,km,8197232836,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
993,Bata_2309,2309 A NAGAR M G RD,IRANI BUILDING,IRANI BUILDING,,AHMEDNAGAR,414001,19.097505,74.738889,1354.70,km,9890807752,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
994,Bata_2221,2221 MALEGAON A,BATA AGENCY,BATA AGENCY,,NASHIK,423203,19.094938,74.737976,1354.88,km,9673667511,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
995,Bata_1689,1689 KATPADI ROAD  ,20/21 KATPADI ROAD,20/21 KATPADI ROAD,,VELLORE,632004,12.924605,79.132824,1356.02,km,9894800330,Tamil Nadu,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
996,Bata_1288,1288 OFFICERS  LANE,NO 24 OFFICERS LANE,NO 24 OFFICERS LANE,,VELLORE,632001,12.91652,79.132502,1356.75,km,9176552028,Tamil Nadu,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
997,Bata_9221,9221 BIJAPUR 3     ,SY NO.23/1 B24E,SY NO.23/1 B24E,,BIJAPUR,586101,16.840571,75.713474,1357.85,km,9148853327,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
998,Bata_1770,1770 BIJAPUR II    ,RUPAM SURVEY,RUPAM SURVEY,,BIJAPUR,586101,16.832549,75.714437,1358.18,km,7899819752,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
999,Bata_3298,3298 AJM KESARGUNJ,BATA SHOE STORE,BATA SHOE STORE,,AJMER,305001,26.452537,74.638168,1361.95,km,9460891045,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1000,Bata_3293,3293 AJMER M GATE,BATA SHOE STORE,BATA SHOE STORE,,AJMER,305001,26.457145,74.636517,1362.26,km,9983600327,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1001,Bata_3805,3805 CIRCULAR ROAD ,"BATA SHOE STORE,","BATA SHOE STORE,",,AJMER,305001,26.473323,74.631835,1363.23,km,9660301100,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1002,Bata_4566,4566 M/S. ENSON AGENCIES,BATA SHOE STORE,BATA SHOE STORE,,ARANI,632316,12.682808,79.286152,1367.02,km,9994645624,Tamil Nadu,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1003,Bata_4397,4397 M/S SONU ENTERPRISES,"0, NALA BAZAR NEW COLONY","0, NALA BAZAR NEW COLONY",,KUCHAMAN,341508,27.157548,74.850146,1367.21,km,8875069270,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1004,Bata_4245,4245 M/S VISHWAKARMA ENTERPRISES,NEAR UCO BANK,NEAR UCO BANK,,KAITHAL,136027,29.806339,76.405569,1369.38,km,9896212244,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1005,Bata_3683,3683 BAZAZA BAZAR  ,BATA SHOE STORE,BATA SHOE STORE,,AMBALA,133001,30.361031,76.848547,1371.87,km,9466452728,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1006,Bata_3757,3757 RAI MKT AM3362,BATA SHOE STORE,BATA SHOE STORE,,AMBALA,133001,30.377589,76.860565,1372.10,km,9050489926,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1007,Bata_3685,3685 PREM NAGAR AMB,BATA SHOE STORE,BATA SHOE STORE,,AMBALA,134003,30.366468,76.786308,1376.94,km,9015820594,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1008,Bata_3699,3699 HISSAR II     ,BATA SHOE STORE,BATA SHOE STORE,,HISSAR,125005,29.137239,75.744614,1382.96,km,8076931512,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1009,Bata_1148,1148 HOSPET        ,4/13STATION ROAD,4/13STATION ROAD,,HOSPET,583201,15.272926,76.390053,1389.70,km,9035696925,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1010,Bata_1591,1591 HOSPET-II     ,"BANASHRI ENCLAVE,","BANASHRI ENCLAVE,",,HOSPET,583201,15.274979,76.385561,1389.96,km,9110251087,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1011,Bata_4404,4404 M/S RANGSUMAN TRADERS,:- SHOP NO.2 NEAR JOCKY,:- SHOP NO.2 NEAR JOCKY,,SANGAMNER,422605,19.63259,74.21331,1391.20,km,8669016051,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1012,Bata_4501,4501 M/S. WE LINKS,"BATA SHOE STORE,","BATA SHOE STORE,",,CHINTAMANI,563125,13.40266,78.050071,1392.67,km,9886502020,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1013,Bata_3706,3706 PUNCHKULA II  ,BATA SHOE STORE,BATA SHOE STORE,,PANCHKULA,134116,30.666645,76.853358,1392.78,km,9417345615,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1014,Bata_7437,7437 COSMO PLAZA ZI,BATA SHOE STORE,BATA SHOE STORE,,ZIRAKPUR,140603,30.637286,76.822065,1393.04,km,9671841043,Punjab,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1015,Bata_7521,7521 PUNCHKULA S 11,BATA SHOE STORE,BATA SHOE STORE,,PANCHKULA,134109,30.686442,76.853399,1394.17,km,9773760900,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1016,Bata_1908,1908 BAGALKOT      ,K SATYANARAYANA,K SATYANARAYANA,,BAGALKOT,587101,16.185208,75.703121,1395.01,km,8095055211,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1017,Bata_7421,7421 PUNCHKULA S 8 ,BATA SHOE STORE,BATA SHOE STORE,,PANCHKULA,134109,30.699552,76.84923,1395.41,km,7340850014,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1018,Bata_3941,3941 HP PANCHKULA 8,BATA SHOE STORE,BATA SHOE STORE,,PANCHKULA,134109,30.700727,76.849426,1395.47,km,9540373444,Haryana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,hushpuppies,Hush Puppies,
1019,Bata_3123,3123 KALKA HIGHWAY,BATA SHOE STORE,BATA SHOE STORE,,CHANDIGARH,160101,30.7119,76.8344,1397.37,km,9417340507,Chandigarh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1020,Bata_7556,7556 ELANTE FSC    ,BATA SHOE STORE,BATA SHOE STORE,,CHANDIGARH,160002,30.705493,76.801256,1399.37,km,8059143462,Chandigarh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1021,Bata_3589,3589 L & T MALL CHD,"UNIT NO. 128, F.F.","UNIT NO. 128, F.F.",,CHANDIGARH,160002,30.705184,76.80031,1399.42,km,9999390504,Chandigarh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,f,,
1022,Bata_3590,3590 HP ELANTE MALL,"UNIT NO 23B, GROUND FLOOR","UNIT NO 23B, GROUND FLOOR",,CHANDIGARH,160002,30.705369,76.800405,1399.43,km,9780259763,Chandigarh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,hushpuppies,Hush Puppies,
1023,Bata_4610,4610 M/S. VINAY ENTERPRISES,BATA SHOE STORE,BATA SHOE STORE,,BAGALKOTE,587103,16.1690083,75.6590451,1399.97,km,8618984959,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1024,Bata_1388,1388 PONDICHERRY II,NO 26 ANNA SALAI POST OFF,NO 26 ANNA SALAI POST OFF,,PONDICHERRY,605001,11.940975,79.827503,1400.18,km,9952460071,Puducherry,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1025,Bata_9227,9227 PODI M G RD II,"BATA SHOE STORE , 422","BATA SHOE STORE , 422",,PONDICHERRY,605001,11.931052,79.828364,1401.05,km,9486113841,Puducherry,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1026,Bata_4521,4521 M/S. SRI VEERABHADRA ENTERPRIS,BATA SHOE STORE,BATA SHOE STORE,,BANSWADA,503187,23.854971,73.705239,1401.08,km,9493713221,Telengana,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1027,Bata_4515,4515 M/S. LAVANYA ENTERPRISE,BATA SHOE STORE,BATA SHOE STORE,,DUNGARPUR,314001,23.85496,73.705103,1401.10,km,9649909499,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1028,Bata_3128,3128 SIMLA LOWER BZ,BATA SHOE STORE,BATA SHOE STORE,,SHIMLA,171001,31.1,77.17,1401.11,km,7838249277,Himachal Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1029,Bata_3372,3372 GUMAR MANDI II,BATA SHOE STORE,BATA SHOE STORE,,LUDHIANA,141001,30.725835,76.794656,1401.29,km,9463266372,Punjab,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1030,Bata_3120,3120 CHANDIGARH S19,BATA SHOE STORE,BATA SHOE STORE,,CHANDIGARH,160019,30.7271,76.7945,1401.39,km,9417925406,Chandigarh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1031,Bata_9083,9083 PROVIDENCE MAL,UNIT NO 11 FIRST FLOOR,UNIT NO 11 FIRST FLOOR,,PONDICHERRY,605001,11.929158,79.820076,1401.72,km,9942429004,Puducherry,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1032,Bata_3121,3121 SIMLA MALL,BATA SHOE STORE,BATA SHOE STORE,,SHIMLA,171001,31.11,77.17,1401.85,km,9882060648,Himachal Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1033,Bata_3944,3944 SEC 46C CHD   ,BATA SHOE STORE,BATA SHOE STORE,,CHANDIGARH,160047,30.7026,76.7639,1401.93,km,9417853633,Chandigarh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1034,Bata_7409,7409 CHD SEC 35 II ,BATA SHOE STORE,BATA SHOE STORE,,CHANDIGARH,160022,30.713456,76.768752,1402.34,km,9877942082,Chandigarh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1035,Bata_7481,7481 MOHALI PH. 10 ,BATA SHOE STORE,BATA SHOE STORE,,MOHALI,160062,30.68117,76.727989,1403.10,km,9501891276,Punjab,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1036,Bata_3955,3955 HP CHD SEC 17 ,BATA SHOE STORE,BATA SHOE STORE,,CHANDIGARH,160017,30.739832,76.782338,1403.19,km,9878888043,Chandigarh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,hushpuppies,Hush Puppies,
1037,Bata_3052,3052 CHANDIGARH S17,BATA SHOE STORE,BATA SHOE STORE,,CHANDIGARH,160017,30.739474,76.781436,1403.23,km,8196966786,Chandigarh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1038,Bata_3053,3053 CHANDIGARH S22,BATA SHOE STORE,BATA SHOE STORE,,CHANDIGARH,160022,30.73522,76.768523,1403.89,km,8894405867,Chandigarh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1039,Bata_3801,3801 DHARAMPURA BZR,BATA SHOE STORE,BATA SHOE STORE,,PATIALA,147001,30.327825,76.398254,1403.90,km,8699641070,Punjab,IN,MON-SUN 10:00 AM TO 10:00 PM,o,f,,
1040,Bata_7447,7447 MOHALI PHASE 7,BATA SHOE STORE,BATA SHOE STORE,,MOHALI,160055,30.700422,76.728699,1404.39,km,8146707128,Punjab,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1041,Bata_3125,3125 CHANDIGARH S15,BATA SHOE STORE,BATA SHOE STORE,,CHANDIGARH,160015,30.7522373,76.7721371,1404.82,km,9815334661,Chandigarh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1042,Bata_3585,3585 OMAXE  PATIALA,BATA SHOE STORE,BATA SHOE STORE,,PATIALA,147001,30.337712,76.394062,1404.89,km,8709821500,Punjab,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1043,Bata_4191,4191 M/S CHAMI ENTERPRISES,STATION ROAD,STATION ROAD,,KOPPAL,583231,15.3528965,76.1459908,1405.84,km,9845544133,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1044,Bata_3505,3505 MOHALI  I,BATA SHOE STORE,BATA SHOE STORE,,MOHALI,160059,30.7128,76.7192,1405.97,km,8439331895,Punjab,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1045,Bata_2639,2639 BARAMATI,GROUND FLOOR,GROUND FLOOR,,BARAMATI,413102,18.149879,74.574512,1406.11,km,8668676492,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1046,Bata_4453,4453 M/S. NANDAN ENTERPRISE,NANDAN ARCADE,NANDAN ARCADE,,LUNAWADA,389230,23.135515,73.606186,1407.46,km,9825436108,Gujarat,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1047,Bata_3410,3410 BHUPINDRA ROAD,BATA SHOE STORE,BATA SHOE STORE,,PATIALA,147001,30.364321,76.3771,1407.96,km,8950768366,Punjab,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1048,Bata_4461,4461 M/S. KSHIPRA ENTERPRISES,"SHOP # 2A,SAI ANAND PRIDE","SHOP # 2A,SAI ANAND PRIDE",,SINNAR,422103,19.838659,73.992694,1407.98,km,9420483635,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1049,Bata_4186,4186 M/S KAB AND SONS,OPP KARNATAKA BANK,OPP KARNATAKA BANK,,KOLAR,563101,13.13343,78.130007,1408.76,km,9342777746,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1050,Bata_7647,7647 ASHOK NAGAR,BATA SHOE STORE,BATA SHOE STORE,,UDAIPUR,313001,24.5886,73.7022,1409.80,km,8699043712,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1051,Bata_4298,4298 M/S FIRST STEP,"PLOT NO. 4,NEAR ASHISH","PLOT NO. 4,NEAR ASHISH",,UDAIPUR,313001,24.550833,73.694705,1410.01,km,6378444021,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1052,Bata_7658,7658 CELEBRATION NW,"UNIT NO.01-24, IST. FLOOR","UNIT NO.01-24, IST. FLOOR",,UDAIPUR,313004,24.6125,73.7025,1410.13,km,7665152490,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1053,Bata_3597,3597 CELEBRATION ML,SHOP NO. 17  18,SHOP NO. 17  18,,UDAIPUR,313004,24.612108,73.701927,1410.18,km,7665152490,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1054,Bata_7426,7426 LAKE CITY UDPR,BATA SHOE STORE,BATA SHOE STORE,,UDAIPUR,313001,24.612108,73.701927,1410.18,km,9928055165,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1055,Bata_3042,3042 UDAIPUR BAPU B,BATA SHOE STORE,BATA SHOE STORE,,UDAIPUR,313001,24.57922,73.696154,1410.27,km,9530078205,Rajasthan,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1056,Bata_3931,3931 NORTH CONTRY I,BATA SHOE STORE,BATA SHOE STORE,,MOHALI,140301,30.739,76.6788,1410.80,km,9417853633,Punjab,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1057,Bata_1120,1120 ROBERTSONPET  ,11-12PRITCHARD,11-12PRITCHARD,,KOLAR,563122,12.958579,78.271762,1413.02,km,9980667657,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,f,,
1058,Bata_4545,4545 M/S. M I ENTERPRISES,BATA SHOE STORE,BATA SHOE STORE,,KOLAR GOLD FIELDS,563122,12.958863,78.271157,1413.04,km,9980667657,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1059,Bata_4304,4304 M/S TALEWAD ENTERPRISES,CTS NO 4746/C/S,CTS NO 4746/C/S,,JAMKHANDI,587301,16.5084942,75.2949776,1414.69,km,9611734445,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1060,Bata_3604,3604 HOMELAND BADDI,HOMELAND CITY MALL,HOMELAND CITY MALL,,BADDI,173205,30.935553,76.788852,1416.61,km,9805804925,Himachal Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1061,Bata_3897,3897 SOLAN I       ,BATA SHOE STORE,BATA SHOE STORE,,SOLAN,173212,30.970288,76.802893,1418.07,km,9459076095,Himachal Pradesh,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1062,Bata_4512,4512 M/S. SRI VENKATESWARA AGENCIES,BATA SHOE STORE,BATA SHOE STORE,,TIRUVANNAMALAI,606604,12.249635,79.071718,1419.48,km,9842522223,Tamil Nadu,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1063,Bata_9230,9230 VILLUPURAM    ,25A NEW NO 103,25A NEW NO 103,,VILLUPURAM,605602,11.935626,79.485036,1421.56,km,9942686680,Tamil Nadu,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1064,Bata_1310,1310 CUDDALORE II  ,"NO 86, 87  88","NO 86, 87  88",,CUDDALORE,607002,11.750005,79.760613,1421.91,km,8940682021,Tamil Nadu,IN,MON-SUN 10:00 AM TO 10:00 PM,o,f,,
1065,Bata_2211,2211 NSK BH KALI,BHADRAKALI STREET,BHADRAKALI STREET,,NASHIK,422001,20.004384,73.786348,1424.77,km,9325488046,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1066,Bata_2209,2209 NASHIK CITY,SAGAR ENTERPRISES,SAGAR ENTERPRISES,,NASHIK,422001,20.004371,73.786349,1424.77,km,9702460667,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1067,Bata_4503,4503 M/S. PUNJAB TRADERS,BATA SHOE STORE,BATA SHOE STORE,,SIRHIND,140406,30.634409,76.391686,1425.07,km,7508766795,Punjab,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1068,Bata_4391,4391 M/S VISHWANATH ENTERPRISES,"978/B/5, SATTI ROAD","978/B/5, SATTI ROAD",,ATHANI,591304,16.7211894,75.0634117,1425.12,km,7829315822,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1069,Bata_4410,4410 M/S TALEWAD ENTERPRISES,GROUND FLR PADHAARE,GROUND FLR PADHAARE,,MUDHOL,587313,16.3277165,75.2874971,1425.25,km,9611734445,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1070,Bata_2238,2238 NSK COLLEGE RD,G-1 S K OPEN MALL,G-1 S K OPEN MALL,,NASHIK,422005,20.005607,73.763894,1427.02,km,8108207766,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1071,Bata_2809,2809 NASHIK UNTWADI,SHOP NO. 1B ANMOLS ESTATE,SHOP NO. 1B ANMOLS ESTATE,,NASHIK,422008,19.989851,73.761894,1427.62,km,9960417986,Maharashtra,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1072,Bata_4322,4322 M/S M R TRADERS,"SHOPS, OLD NO.541/182/A","SHOPS, OLD NO.541/182/A",,BANGALORE,562110,13.2555102,77.7162259,1429.42,km,9945384495,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1073,Bata_4253,4253 M/S T M L AGENCIES,25,25,,TIRUPATTUR,635601,12.501398,78.56979,1430.96,km,9443289450,Tamil Nadu,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1074,Bata_4293,4293 M/S SLS ENTERPRISES,"SHOP NO 04, 05 & 06","SHOP NO 04, 05 & 06",,MALUR,563130,12.990001,77.9300098,1435.14,km,9902109888,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1075,Bata_4355,4355 M/S J K STORE,"CHOTI HAVELI, BELA ROAD","CHOTI HAVELI, BELA ROAD",,RUPNAGAR,140111,30.958171,76.515598,1438.27,km,9915811123,Punjab,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1076,Bata_4579,4579 M/S. SS ASSOCIATES,BATA SHOE STORE,BATA SHOE STORE,,HOSKOTE,562114,13.0719546,77.7861185,1439.03,km,7353581542,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
1077,Bata_4581,4581 M/S. SAANCHI ENTERPRISES,BATA SHOE STORE,BATA SHOE STORE,,HUNSUR,571105,13.0719546,77.7861185,1439.03,km,9900054660,Karnataka,IN,MON-SUN 10:00 AM TO 10:00 PM,o,flagship,Flagship,
